driver_id,week_number,total_requests,accepted_rides,cancelled_rides,peak_rides_accepted,difficult_rides_accepted,raw_acceptance_score,effective_acceptance_score,decayed_score,period,period_score,is_reset_week,final_score
D022,8,30,16,2,2,4,0.5333333333333333,0.4666666666666667,0.5666958743966272,1,0.5666958743966272,False,0.5666958743966272
D022,9,25,11,2,1,4,0.44,0.36,0.5263457117928052,2,0.5688988918993867,True,0.0
D022,10,22,13,1,3,2,0.5909090909090909,0.5454545454545454,0.5299146741876696,2,0.5688988918993867,False,0.5299146741876696
D022,11,39,28,5,5,3,0.717948717948718,0.5897435897435898,0.5406926295280604,2,0.5688988918993867,False,0.5406926295280604
D022,12,41,24,1,4,4,0.5853658536585366,0.5609756097560976,0.5442396045172458,2,0.5688988918993867,False,0.5442396045172458
D022,13,25,16,1,3,5,0.64,0.6,0.5537540074184073,2,0.5688988918993867,False,0.5537540074184073
D022,14,34,25,3,5,2,0.7352941176470589,0.6470588235294118,0.5693528140362498,2,0.5688988918993867,False,0.5693528140362498
D022,15,42,28,6,6,9,0.6666666666666666,0.5238095238095238,0.5618674416420648,2,0.5688988918993867,False,0.5618674416420648
D022,16,38,27,4,4,2,0.7105263157894737,0.6052631578947368,0.5688988918993867,2,0.5688988918993867,False,0.5688988918993867
D022,17,38,27,4,4,5,0.7105263157894737,0.6052631578947368,0.574720983959366,3,0.5632887573049787,True,0.0
D022,18,22,11,2,1,0,0.5,0.4090909090909091,0.5484680997438965,3,0.5632887573049787,False,0.5484680997438965
D022,19,24,14,1,2,0,0.5833333333333334,0.5416666666666666,0.5473991408462886,3,0.5632887573049787,False,0.5473991408462886
D022,20,48,36,5,5,5,0.75,0.6458333333333334,0.5627596352808555,3,0.5632887573049787,False,0.5627596352808555
D022,21,32,22,3,3,3,0.6875,0.59375,0.5675665569128819,3,0.5632887573049787,False,0.5675665569128819
D022,22,42,25,0,2,4,0.5952380952380952,0.5952380952380952,0.5718368725613693,3,0.5632887573049787,False,0.5718368725613693
D022,23,39,23,5,4,3,0.5897435897435898,0.46153846153846156,0.5548886899786627,3,0.5632887573049787,False,0.5548886899786627
D022,24,41,27,2,4,5,0.6585365853658537,0.6097560975609756,0.5632887573049787,3,0.5632887573049787,False,0.5632887573049787
D023,1,24,16,3,0,4,0.6666666666666666,0.5416666666666666,0.5416666666666666,1,0.5384494175732095,True,0.0
D023,2,25,11,1,2,4,0.44,0.4,0.46509009009009006,1,0.5384494175732095,False,0.46509009009009006
D023,3,29,18,0,1,4,0.6206896551724138,0.6206896551724138,0.5255758296750556,1,0.5384494175732095,False,0.5255758296750556
D023,4,31,20,0,4,5,0.6451612903225806,0.6451612903225806,0.5631031385512255,1,0.5384494175732095,False,0.5631031385512255
D023,5,35,22,6,4,3,0.6285714285714286,0.45714285714285713,0.5345318748516144,1,0.5384494175732095,False,0.5345318748516144
D023,6,34,23,5,3,5,0.6764705882352942,0.5294117647058824,0.5332988076209924,1,0.5384494175732095,False,0.5332988076209924
D023,7,31,18,1,1,6,0.5806451612903226,0.5483870967741935,0.5366299336898127,1,0.5384494175732095,False,0.5366299336898127
D023,8,44,27,3,5,3,0.6136363636363636,0.5454545454545454,0.5384494175732095,1,0.5384494175732095,False,0.5384494175732095
D023,9,40,26,1,1,6,0.65,0.625,0.5553454010299237,2,0.5408184987002933,True,0.0
D023,10,25,15,3,2,2,0.6,0.48,0.5412731186676477,2,0.5408184987002933,False,0.5412731186676477
D023,11,29,15,0,3,2,0.5172413793103449,0.5172413793103449,0.536943890715942,2,0.5408184987002933,False,0.536943890715942
D023,12,26,15,2,0,6,0.5769230769230769,0.5,0.530483348187211,2,0.5408184987002933,False,0.530483348187211
D023,13,43,30,2,3,6,0.6976744186046512,0.6511627906976745,0.5510748957899753,2,0.5408184987002933,False,0.5510748957899753
D023,14,48,32,6,3,5,0.6666666666666666,0.5416666666666666,0.5495020172095572,2,0.5408184987002933,False,0.5495020172095572
D023,15,49,35,7,6,3,0.7142857142857143,0.5714285714285714,0.553105806545671,2,0.5408184987002933,False,0.553105806545671
D023,16,44,25,4,8,5,0.5681818181818182,0.4772727272727273,0.5408184987002933,2,0.5408184987002933,False,0.5408184987002933
D023,17,23,15,3,3,1,0.6521739130434783,0.5217391304347826,0.5377638010335714,3,0.574631679440652,True,0.0
D023,18,39,20,1,7,6,0.5128205128205128,0.48717948717948717,0.5297460292865929,3,0.574631679440652,False,0.5297460292865929
D023,19,38,26,3,5,5,0.6842105263157895,0.6052631578947368,0.5416148083557759,3,0.574631679440652,False,0.5416148083557759
D023,20,36,29,7,3,1,0.8055555555555556,0.6111111111111112,0.5524595925179134,3,0.574631679440652,False,0.5524595925179134
D023,21,38,27,3,4,5,0.7105263157894737,0.631578947368421,0.5647318113765684,3,0.574631679440652,False,0.5647318113765684
D023,22,25,19,2,4,3,0.76,0.68,0.5825201809231554,3,0.574631679440652,False,0.5825201809231554
D023,23,22,17,5,1,5,0.7727272727272727,0.5454545454545454,0.5768247665319581,3,0.574631679440652,False,0.5768247665319581
D023,24,32,18,0,1,3,0.5625,0.5625,0.574631679440652,3,0.574631679440652,False,0.574631679440652
D024,1,40,23,6,1,5,0.575,0.425,0.425,1,0.5977314251936248,True,0.0
D024,2,36,26,2,7,8,0.7222222222222222,0.6666666666666666,0.5556306306306306,1,0.5977314251936248,False,0.5556306306306306
D024,3,27,15,4,1,0,0.5555555555555556,0.4074074074074074,0.49801227369254575,1,0.5977314251936248,False,0.49801227369254575
D024,4,34,25,2,5,2,0.7352941176470589,0.6764705882352942,0.5540145690811618,1,0.5977314251936248,False,0.5540145690811618
D024,5,41,26,2,1,4,0.6341463414634146,0.5853658536585366,0.562468168930803,1,0.5977314251936248,False,0.562468168930803
D024,6,31,19,2,1,2,0.6129032258064516,0.5483870967741935,0.5590770487880437,1,0.5977314251936248,False,0.5590770487880437
D024,7,49,37,5,5,3,0.7551020408163265,0.6530612244897959,0.579826461432371,1,0.5977314251936248,False,0.579826461432371
D024,8,33,24,2,3,2,0.7272727272727273,0.6666666666666666,0.5977314251936248,1,0.5977314251936248,False,0.5977314251936248
D024,9,36,22,3,3,4,0.6111111111111112,0.5277777777777778,0.5840754146118968,2,0.5822602502824448,True,0.0
D024,10,32,17,4,1,3,0.53125,0.40625,0.5508629104457355,2,0.5822602502824448,False,0.5508629104457355
D024,11,25,17,1,2,3,0.68,0.64,0.5669206237012989,2,0.5822602502824448,False,0.5669206237012989
D024,12,29,25,3,4,3,0.8620689655172413,0.7586206896551724,0.6004440670867868,2,0.5822602502824448,False,0.6004440670867868
D024,13,39,23,3,5,5,0.5897435897435898,0.5128205128205128,0.5854928496195622,2,0.5822602502824448,False,0.5854928496195622
D024,14,42,23,4,2,5,0.5476190476190477,0.4523809523809524,0.5632390493324588,2,0.5822602502824448,False,0.5632390493324588
D024,15,25,17,1,1,2,0.68,0.64,0.5758552722319855,2,0.5822602502824448,False,0.5758552722319855
D024,16,26,19,3,4,2,0.7307692307692307,0.6153846153846154,0.5822602502824448,2,0.5822602502824448,False,0.5822602502824448
D024,17,47,28,1,2,2,0.5957446808510638,0.574468085106383,0.58101268755129,3,0.553680101377126,True,0.0
D024,18,33,26,3,3,5,0.7878787878787878,0.696969696969697,0.5993922357381228,3,0.553680101377126,False,0.5993922357381228
D024,19,38,22,2,0,2,0.5789473684210527,0.5263157894736842,0.5879070506965386,3,0.553680101377126,False,0.5879070506965386
D024,20,36,25,7,3,3,0.6944444444444444,0.5,0.574189299487668,3,0.553680101377126,False,0.574189299487668
D024,21,29,20,2,3,2,0.6896551724137931,0.6206896551724138,0.5814019789015324,3,0.553680101377126,False,0.5814019789015324
D024,22,34,20,3,3,3,0.5882352941176471,0.5,0.5688398965107488,3,0.553680101377126,False,0.5688398965107488
D024,23,45,29,5,4,2,0.6444444444444445,0.5333333333333333,0.5633840453336156,3,0.553680101377126,False,0.5633840453336156
D024,24,32,21,5,3,7,0.65625,0.5,0.553680101377126,3,0.553680101377126,False,0.553680101377126
D025,1,30,21,0,4,2,0.7,0.7,0.7,1,0.5629807137738201,True,0.0
D025,2,31,22,6,2,2,0.7096774193548387,0.5161290322580645,0.6006102877070618,1,0.5629807137738201,False,0.6006102877070618
D025,3,44,30,6,2,4,0.6818181818181818,0.5454545454545454,0.5791697659373762,1,0.5629807137738201,False,0.5791697659373762
D025,4,22,16,0,4,3,0.7272727272727273,0.7272727272727273,0.62564619831814,1,0.5629807137738201,False,0.62564619831814
D025,5,22,9,0,0,2,0.4090909090909091,0.4090909090909091,0.5672539574537425,1,0.5629807137738201,False,0.5672539574537425
D025,6,30,20,4,4,4,0.6666666666666666,0.5333333333333333,0.5590849124811483,1,0.5629807137738201,False,0.5590849124811483
D025,7,29,18,4,0,4,0.6206896551724138,0.4827586206896552,0.5422339297261493,1,0.5629807137738201,False,0.5422339297261493
D025,8,42,28,1,2,3,0.6666666666666666,0.6428571428571429,0.5629807137738201,1,0.5629807137738201,False,0.5629807137738201
D025,9,47,28,6,8,5,0.5957446808510638,0.46808510638297873,0.5444556551591456,2,0.5376613097926994,True,0.0
D025,10,49,27,3,2,3,0.5510204081632653,0.4897959183673469,0.5342468402949657,2,0.5376613097926994,False,0.5342468402949657
D025,11,30,23,1,3,4,0.7666666666666667,0.7333333333333333,0.5701115273096751,2,0.5376613097926994,False,0.5701115273096751
D025,12,26,18,3,4,5,0.6923076923076923,0.5769230769230769,0.5713026932943923,2,0.5376613097926994,False,0.5713026932943923
D025,13,49,32,0,5,4,0.6530612244897959,0.6530612244897959,0.585253161178732,2,0.5376613097926994,False,0.585253161178732
D025,14,20,8,1,2,1,0.4,0.35,0.5459232667486591,2,0.5376613097926994,False,0.5459232667486591
D025,15,37,19,1,3,2,0.5135135135135135,0.4864864864864865,0.536154397789942,2,0.5376613097926994,False,0.536154397789942
D025,16,44,28,4,4,7,0.6363636363636364,0.5454545454545454,0.5376613097926994,2,0.5376613097926994,False,0.5376613097926994
D025,17,46,28,5,4,4,0.6086956521739131,0.5,0.5316315548475417,3,0.564053255628867,True,0.0
D025,18,33,19,6,4,6,0.5757575757575758,0.3939393939393939,0.5098069172594087,3,0.564053255628867,False,0.5098069172594087
D025,19,21,12,1,1,2,0.5714285714285714,0.5238095238095238,0.5120076609396721,3,0.564053255628867,False,0.5120076609396721
D025,20,25,14,1,3,2,0.56,0.52,0.5132548523530776,3,0.564053255628867,False,0.5132548523530776
D025,21,29,24,2,3,4,0.8275862068965517,0.7586206896551724,0.5513135961522139,3,0.564053255628867,False,0.5513135961522139
D025,22,20,14,2,2,3,0.7,0.6,0.5588269591527212,3,0.564053255628867,False,0.5588269591527212
D025,23,27,16,1,2,2,0.5925925925925926,0.5555555555555556,0.5583242833212899,3,0.564053255628867,False,0.5583242833212899
D025,24,47,32,4,4,3,0.6808510638297872,0.5957446808510638,0.564053255628867,3,0.564053255628867,False,0.564053255628867
D026,1,45,32,3,4,9,0.7111111111111111,0.6444444444444445,0.6444444444444445,1,0.5344283214629816,True,0.0
D026,2,43,30,3,4,8,0.6976744186046512,0.627906976744186,0.6355052727145751,1,0.5344283214629816,False,0.6355052727145751
D026,3,32,25,3,3,5,0.78125,0.6875,0.6557170228741184,1,0.5344283214629816,False,0.6557170228741184
D026,4,27,17,1,2,1,0.6296296296296297,0.5925925925925926,0.6359078422264031,1,0.5344283214629816,False,0.6359078422264031
D026,5,31,18,2,2,6,0.5806451612903226,0.5161290322580645,0.6036105330861808,1,0.5344283214629816,False,0.6036105330861808
D026,6,26,14,1,2,3,0.5384615384615384,0.5,0.5786581884179056,1,0.5344283214629816,False,0.5786581884179056
D026,7,25,11,2,3,1,0.44,0.36,0.5303837959931428,1,0.5344283214629816,False,0.5303837959931428
D026,8,40,26,4,5,5,0.65,0.55,0.5344283214629816,1,0.5344283214629816,False,0.5344283214629816
D026,9,39,25,5,3,4,0.6410256410256411,0.5128205128205128,0.5302101502257422,2,0.5217440428102711,True,0.0
D026,10,35,22,2,6,4,0.6285714285714286,0.5714285714285714,0.5379085266862123,2,0.5217440428102711,False,0.5379085266862123
D026,11,43,28,6,5,5,0.6511627906976745,0.5116279069767442,0.5331741713512623,2,0.5217440428102711,False,0.5331741713512623
D026,12,31,18,2,4,2,0.5806451612903226,0.5161290322580645,0.530193412046119,2,0.5217440428102711,False,0.530193412046119
D026,13,27,14,2,0,2,0.5185185185185185,0.4444444444444444,0.5155620555240281,2,0.5217440428102711,False,0.5155620555240281
D026,14,35,22,3,3,3,0.6285714285714286,0.5428571428571428,0.5201252796604954,2,0.5217440428102711,False,0.5201252796604954
D026,15,45,27,2,3,4,0.6,0.5555555555555556,0.5259485042844294,2,0.5217440428102711,False,0.5259485042844294
D026,16,46,26,3,6,2,0.5652173913043478,0.5,0.5217440428102711,2,0.5217440428102711,False,0.5217440428102711
D026,17,26,19,3,3,4,0.7307692307692307,0.6153846153846154,0.5367363441576083,3,0.5471500036995612,True,0.0
D026,18,31,18,5,1,4,0.5806451612903226,0.41935483870967744,0.5181310089006543,3,0.5471500036995612,False,0.5181310089006543
D026,19,42,27,3,4,5,0.6428571428571429,0.5714285714285714,0.5265076117486286,3,0.5471500036995612,False,0.5265076117486286
D026,20,27,14,2,0,3,0.5185185185185185,0.4444444444444444,0.5137017889668269,3,0.5471500036995612,False,0.5137017889668269
D026,21,27,17,1,0,2,0.6296296296296297,0.5925925925925926,0.5259385571995794,3,0.5471500036995612,False,0.5259385571995794
D026,22,35,24,1,4,4,0.6857142857142857,0.6571428571428571,0.5461862127007592,3,0.5471500036995612,False,0.5461862127007592
D026,23,36,27,4,4,3,0.75,0.6388888888888888,0.5604306779416559,3,0.5471500036995612,False,0.5604306779416559
D026,24,38,22,4,3,6,0.5789473684210527,0.47368421052631576,0.5471500036995612,3,0.5471500036995612,False,0.5471500036995612
D027,1,43,32,3,9,5,0.7441860465116279,0.6744186046511628,0.6744186046511628,1,0.5523440396849143,True,0.0
D027,2,46,25,2,3,5,0.5434782608695652,0.5,0.5801382778126963,1,0.5523440396849143,False,0.5801382778126963
D027,3,37,23,4,5,4,0.6216216216216216,0.5135135135135135,0.554239438434977,1,0.5523440396849143,False,0.554239438434977
D027,4,33,20,2,4,3,0.6060606060606061,0.5454545454545454,0.5514826368092973,1,0.5523440396849143,False,0.5514826368092973
D027,5,39,28,3,1,3,0.717948717948718,0.6410256410256411,0.575627125214917,1,0.5523440396849143,False,0.575627125214917
D027,6,36,24,4,5,3,0.6666666666666666,0.5555555555555556,0.5707933239665719,1,0.5523440396849143,False,0.5707933239665719
D027,7,31,19,3,2,4,0.6129032258064516,0.5161290322580645,0.5587247822455792,1,0.5523440396849143,False,0.5587247822455792
D027,8,36,20,1,3,3,0.5555555555555556,0.5277777777777778,0.5523440396849143,1,0.5523440396849143,False,0.5523440396849143
D027,9,30,21,2,3,7,0.7,0.6333333333333333,0.5681543754132975,2,0.5948447113772061,True,0.0
D027,10,32,18,2,3,4,0.5625,0.5,0.5554251629871855,2,0.5948447113772061,False,0.5554251629871855
D027,11,20,16,1,4,1,0.8,0.75,0.5904770920452649,2,0.5948447113772061,False,0.5904770920452649
D027,12,28,22,2,0,4,0.7857142857142857,0.7142857142857143,0.6121280566271531,2,0.5948447113772061,False,0.6121280566271531
D027,13,30,14,2,1,0,0.4666666666666667,0.4,0.5759326211407721,2,0.5948447113772061,False,0.5759326211407721
D027,14,36,26,2,4,7,0.7222222222222222,0.6666666666666666,0.5911016433714051,2,0.5948447113772061,False,0.5911016433714051
D027,15,42,27,4,1,7,0.6428571428571429,0.5476190476190477,0.5839549611652697,2,0.5948447113772061,False,0.5839549611652697
D027,16,43,31,3,7,5,0.7209302325581395,0.6511627906976745,0.5948447113772061,2,0.5948447113772061,False,0.5948447113772061
D027,17,42,25,2,4,6,0.5952380952380952,0.5476190476190477,0.5872836578410564,3,0.5945376027649824,True,0.0
D027,18,41,24,8,5,3,0.5853658536585366,0.3902439024390244,0.5560522411522562,3,0.5945376027649824,False,0.5560522411522562
D027,19,38,26,4,0,6,0.6842105263157895,0.5789473684210527,0.5596505931066083,3,0.5945376027649824,False,0.5596505931066083
D027,20,22,15,1,3,0,0.6818181818181818,0.6363636363636364,0.571621537798041,3,0.5945376027649824,False,0.571621537798041
D027,21,20,16,3,3,2,0.8,0.65,0.5837788366507007,3,0.5945376027649824,False,0.5837788366507007
D027,22,32,20,3,2,5,0.625,0.53125,0.5756725033305202,3,0.5945376027649824,False,0.5756725033305202
D027,23,36,24,1,6,4,0.6666666666666666,0.6388888888888888,0.5853861776683988,3,0.5945376027649824,False,0.5853861776683988
D027,24,31,22,2,4,3,0.7096774193548387,0.6451612903225806,0.5945376027649824,3,0.5945376027649824,False,0.5945376027649824
D028,1,24,19,3,5,5,0.7916666666666666,0.6666666666666666,0.6666666666666666,1,0.5195354766074154,True,0.0
D028,2,26,22,3,3,4,0.8461538461538461,0.7307692307692307,0.7013167013167012,1,0.5195354766074154,False,0.7013167013167012
D028,3,38,23,2,3,4,0.6052631578947368,0.5526315789473685,0.643518791746504,1,0.5195354766074154,False,0.643518791746504
D028,4,46,33,1,7,3,0.717391304347826,0.6956521739130435,0.6598788536196579,1,0.5195354766074154,False,0.6598788536196579
D028,5,25,16,2,3,4,0.64,0.56,0.6329473937664687,1,0.5195354766074154,False,0.6329473937664687
D028,6,27,15,3,2,5,0.5555555555555556,0.4444444444444444,0.5875505559897802,1,0.5195354766074154,False,0.5875505559897802
D028,7,42,20,3,1,2,0.47619047619047616,0.40476190476190477,0.5471952821076842,1,0.5195354766074154,False,0.5471952821076842
D028,8,46,24,5,2,5,0.5217391304347826,0.41304347826086957,0.5195354766074154,1,0.5195354766074154,False,0.5195354766074154
D028,9,23,14,0,5,1,0.6086956521739131,0.6086956521739131,0.5369408921358843,2,0.5867923002273626,True,0.0
D028,10,45,30,7,2,2,0.6666666666666666,0.5111111111111111,0.5321166564563633,2,0.5867923002273626,False,0.5321166564563633
D028,11,27,18,2,3,2,0.6666666666666666,0.5925925925925926,0.5430111701340412,2,0.5867923002273626,False,0.5430111701340412
D028,12,46,34,5,2,5,0.7391304347826086,0.6304347826086957,0.5582993261853495,2,0.5867923002273626,False,0.5582993261853495
D028,13,38,24,3,2,2,0.631578947368421,0.5526315789473685,0.5573322378012513,2,0.5867923002273626,False,0.5573322378012513
D028,14,28,18,1,4,3,0.6428571428571429,0.6071428571428571,0.5656596345103376,2,0.5867923002273626,False,0.5656596345103376
D028,15,33,23,4,3,5,0.696969696969697,0.5757575757575758,0.5673193049090701,2,0.5867923002273626,False,0.5673193049090701
D028,16,48,33,0,3,5,0.6875,0.6875,0.5867923002273626,2,0.5867923002273626,False,0.5867923002273626
D028,17,30,24,2,3,3,0.8,0.7333333333333333,0.6102542170832271,3,0.5209116405831686,True,0.0
D028,18,45,26,0,3,4,0.5777777777777777,0.5777777777777777,0.605106600012512,3,0.5209116405831686,False,0.605106600012512
D028,19,33,19,4,5,4,0.5757575757575758,0.45454545454545453,0.5814433992938486,3,0.5209116405831686,False,0.5814433992938486
D028,20,29,23,2,2,3,0.7931034482758621,0.7241379310344828,0.6037106471400033,3,0.5209116405831686,False,0.6037106471400033
D028,21,39,24,6,1,6,0.6153846153846154,0.46153846153846156,0.5816582911695573,3,0.5209116405831686,False,0.5816582911695573
D028,22,46,28,6,4,4,0.6086956521739131,0.4782608695652174,0.565701837202271,3,0.5209116405831686,False,0.565701837202271
D028,23,39,24,3,6,3,0.6153846153846154,0.5384615384615384,0.56151615988939,3,0.5209116405831686,False,0.56151615988939
D028,24,27,9,1,0,2,0.3333333333333333,0.2962962962962963,0.5209116405831686,3,0.5209116405831686,False,0.5209116405831686
D029,1,20,16,3,2,3,0.8,0.65,0.65,1,0.5656647991829897,True,0.0
D029,2,49,27,5,2,2,0.5510204081632653,0.4489795918367347,0.5413403199117485,1,0.5656647991829897,False,0.5413403199117485
D029,3,29,22,4,3,3,0.7586206896551724,0.6206896551724138,0.5721855425592375,1,0.5656647991829897,False,0.5721855425592375
D029,4,35,24,2,3,4,0.6857142857142857,0.6285714285714286,0.5898800896151951,1,0.5656647991829897,False,0.5898800896151951
D029,5,35,22,3,4,4,0.6285714285714286,0.5428571428571428,0.5772007630420686,1,0.5656647991829897,False,0.5772007630420686
D029,6,34,21,2,4,3,0.6176470588235294,0.5588235294117647,0.5727750057958304,1,0.5656647991829897,False,0.5727750057958304
D029,7,48,35,4,4,4,0.7291666666666666,0.6458333333333334,0.5889045017866307,1,0.5656647991829897,False,0.5889045017866307
D029,8,42,25,5,0,6,0.5952380952380952,0.47619047619047616,0.5656647991829897,1,0.5656647991829897,False,0.5656647991829897
D029,9,45,27,3,0,4,0.6,0.5333333333333333,0.5593532077781695,2,0.6145350341604772,True,0.0
D029,10,48,31,3,5,3,0.6458333333333334,0.5833333333333334,0.5638319827701704,2,0.6145350341604772,False,0.5638319827701704
D029,11,25,14,2,2,0,0.56,0.48,0.5487299646573934,2,0.6145350341604772,False,0.5487299646573934
D029,12,48,31,1,5,6,0.6458333333333334,0.625,0.5620676450546044,2,0.6145350341604772,False,0.5620676450546044
D029,13,23,21,4,2,1,0.9130434782608695,0.7391304347826086,0.5922798898869944,2,0.6145350341604772,False,0.5922798898869944
D029,14,31,22,2,4,4,0.7096774193548387,0.6451612903225806,0.601120663316032,2,0.6145350341604772,False,0.601120663316032
D029,15,38,31,1,2,6,0.8157894736842105,0.7894736842105263,0.6320778580190539,2,0.6145350341604772,False,0.6320778580190539
D029,16,21,12,1,0,3,0.5714285714285714,0.5238095238095238,0.6145350341604772,2,0.6145350341604772,False,0.6145350341604772
D029,17,48,34,6,5,9,0.7083333333333334,0.5833333333333334,0.6095394933549294,3,0.5691067839431038,True,0.0
D029,18,24,15,1,2,2,0.625,0.5833333333333334,0.6053857351360467,3,0.5691067839431038,False,0.6053857351360467
D029,19,40,28,4,0,3,0.7,0.6,0.6045392768340293,3,0.5691067839431038,False,0.6045392768340293
D029,20,28,18,1,3,1,0.6428571428571429,0.6071428571428571,0.6049455612747634,3,0.5691067839431038,False,0.6049455612747634
D029,21,30,20,3,1,3,0.6666666666666666,0.5666666666666667,0.5990081143228063,3,0.5691067839431038,False,0.5990081143228063
D029,22,32,15,5,1,1,0.46875,0.3125,0.5547937280594841,3,0.5691067839431038,False,0.5547937280594841
D029,23,30,23,3,1,3,0.7666666666666667,0.6666666666666666,0.5719838486785805,3,0.5691067839431038,False,0.5719838486785805
D029,24,47,32,6,4,5,0.6808510638297872,0.5531914893617021,0.5691067839431038,3,0.5691067839431038,False,0.5691067839431038
D030,1,30,17,2,3,2,0.5666666666666667,0.5,0.5,1,0.5978218904430005,True,0.0
D030,2,38,25,1,4,6,0.6578947368421053,0.631578947368421,0.5711237553342816,1,0.5978218904430005,False,0.5711237553342816
D030,3,29,21,0,1,3,0.7241379310344828,0.7241379310344828,0.6306044844694424,1,0.5978218904430005,False,0.6306044844694424
D030,4,25,15,2,6,1,0.6,0.52,0.595895510407718,1,0.5978218904430005,False,0.595895510407718
D030,5,43,30,6,2,6,0.6976744186046512,0.5581395348837209,0.5857149416267163,1,0.5978218904430005,False,0.5857149416267163
D030,6,35,25,4,4,8,0.7142857142857143,0.6,0.5891551874156278,1,0.5978218904430005,False,0.5891551874156278
D030,7,48,31,4,3,5,0.6458333333333334,0.5625,0.5832703724596092,1,0.5978218904430005,False,0.5832703724596092
D030,8,26,21,4,4,6,0.8076923076923077,0.6538461538461539,0.5978218904430005,1,0.5978218904430005,False,0.5978218904430005
D030,9,27,17,1,4,3,0.6296296296296297,0.5925925925925926,0.5968010523678153,2,0.5617362976006942,True,0.0
D030,10,47,31,5,1,4,0.6595744680851063,0.5531914893617021,0.5886560816605286,2,0.5617362976006942,False,0.5886560816605286
D030,11,35,26,2,4,4,0.7428571428571429,0.6857142857142857,0.6061407540633267,2,0.5617362976006942,False,0.6061407540633267
D030,12,37,24,3,5,6,0.6486486486486487,0.5675675675675675,0.5993952893330246,2,0.5617362976006942,False,0.5993952893330246
D030,13,24,12,0,3,4,0.5,0.5,0.5824354593138061,2,0.5617362976006942,False,0.5824354593138061
D030,14,38,25,0,4,1,0.6578947368421053,0.6578947368421053,0.5950508282384466,2,0.5617362976006942,False,0.5950508282384466
D030,15,21,11,3,1,3,0.5238095238095238,0.38095238095238093,0.5598621846649409,2,0.5617362976006942,False,0.5598621846649409
D030,16,28,19,3,5,1,0.6785714285714286,0.5714285714285714,0.5617362976006942,2,0.5617362976006942,False,0.5617362976006942
D030,17,37,25,2,3,2,0.6756756756756757,0.6216216216216216,0.5713242229980091,3,0.5909439467708819,True,0.0
D030,18,25,20,1,2,0,0.8,0.76,0.6012299229853507,3,0.5909439467708819,False,0.6012299229853507
D030,19,41,30,1,4,7,0.7317073170731707,0.7073170731707317,0.6179032919393411,3,0.5909439467708819,False,0.6179032919393411
D030,20,40,24,4,5,8,0.6,0.5,0.5995046764390443,3,0.5909439467708819,False,0.5995046764390443
D030,21,48,37,6,7,6,0.7708333333333334,0.6458333333333334,0.6066907236193898,3,0.5909439467708819,False,0.6066907236193898
D030,22,40,25,3,2,4,0.625,0.55,0.5979421213063997,3,0.5909439467708819,False,0.5979421213063997
D030,23,49,33,2,3,4,0.673469387755102,0.6326530612244898,0.6032757189701681,3,0.5909439467708819,False,0.6032757189701681
D030,24,44,24,1,0,3,0.5454545454545454,0.5227272727272727,0.5909439467708819,3,0.5909439467708819,False,0.5909439467708819
D031,1,41,26,4,4,2,0.6341463414634146,0.5365853658536586,0.5365853658536586,1,0.522819451951731,True,0.0
D031,2,27,17,4,2,2,0.6296296296296297,0.48148148148148145,0.5067994824092384,1,0.522819451951731,False,0.5067994824092384
D031,3,40,20,2,4,4,0.5,0.45,0.4847199945922362,1,0.522819451951731,False,0.4847199945922362
D031,4,24,15,3,3,6,0.625,0.5,0.48951503806542923,1,0.522819451951731,False,0.48951503806542923
D031,5,35,24,5,3,2,0.6857142857142857,0.5428571428571428,0.5038982703675658,1,0.522819451951731,False,0.5038982703675658
D031,6,29,14,1,3,3,0.4827586206896552,0.4482758620689655,0.49050282241642196,1,0.522819451951731,False,0.49050282241642196
D031,7,23,14,2,2,1,0.6086956521739131,0.5217391304347826,0.49739903701551635,1,0.522819451951731,False,0.49739903701551635
D031,8,29,20,2,2,1,0.6896551724137931,0.6206896551724138,0.522819451951731,1,0.522819451951731,False,0.522819451951731
D031,9,38,27,4,3,10,0.7105263157894737,0.6052631578947368,0.5389137109695891,2,0.5668977553118978,True,0.0
D031,10,44,32,4,6,5,0.7272727272727273,0.6363636363636364,0.5571144617464433,2,0.5668977553118978,False,0.5571144617464433
D031,11,22,10,1,0,2,0.45454545454545453,0.4090909090909091,0.5304485724348414,2,0.5668977553118978,False,0.5304485724348414
D031,12,35,18,1,0,3,0.5142857142857142,0.4857142857142857,0.522625688698184,2,0.5668977553118978,False,0.522625688698184
D031,13,22,18,0,3,5,0.8181818181818182,0.8181818181818182,0.5730564661607443,2,0.5668977553118978,False,0.5730564661607443
D031,14,29,17,1,2,1,0.5862068965517241,0.5517241379310345,0.5694901029585737,2,0.5668977553118978,False,0.5694901029585737
D031,15,31,19,2,2,6,0.6129032258064516,0.5483870967741935,0.5660216697570968,2,0.5668977553118978,False,0.5660216697570968
D031,16,49,29,1,5,4,0.5918367346938775,0.5714285714285714,0.5668977553118978,2,0.5668977553118978,False,0.5668977553118978
D031,17,37,28,0,3,2,0.7567567567567568,0.7567567567567568,0.5972950850687825,3,0.6051791449587678,True,0.0
D031,18,20,13,2,0,3,0.65,0.55,0.5897986663582456,3,0.6051791449587678,False,0.5897986663582456
D031,19,44,24,2,3,4,0.5454545454545454,0.5,0.57568530490824,3,0.6051791449587678,False,0.57568530490824
